[00:55:35] [main/INFO]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 39.0.5, --fml.mcVersion, 1.18.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20211210.034407, nogui]
[00:56:28] [Server thread/WARN]: Incorrect key boundary.alarm.ALARM_BARRIER_RADIUS was corrected from null to its default, 10. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.alarm.ALARM_BARRIER_CYCLE was corrected from null to its default, 20. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.alarm.ALARM_ACTION_BAR_MESSAGES was corrected from null to its default, true. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.displacement was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.displacement.DISPLACEMENT_BARRIER_MANA_COST was corrected from null to its default, 1. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.displacement.DISPLACEMENT_BARRIER_MANA_CYCLE was corrected from null to its default, 5. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.displacement.DISPLACEMENT_BARRIER_RADIUS was corrected from null to its default, 11. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.displacement.DISPLACEMENT_BARRIER_CYCLE was corrected from null to its default, 4. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_BARRIER_MANA_COST was corrected from null to its default, 5. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_BARRIER_MANA_CYCLE was corrected from null to its default, 1. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_BARRIER_RADIUS was corrected from null to its default, 10. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_BARRIER_CYCLE was corrected from null to its default, 20. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_IGNORE_HUNGER was corrected from null to its default, false. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_MANA_REGEN was corrected from null to its default, 1. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_HEAL_FACTOR was corrected from null to its default, 0.5. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_DAMAGE was corrected from null to its default, 2.0. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_PUNISH_RESIST was corrected from null to its default, 1.8. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.drain life.DRAIN_LIFE_ENTITY_BLACKLIST was corrected from null to its default, []. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.gravity was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.gravity.GRAVITY_BARRIER_MANA_COST was corrected from null to its default, 1. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.gravity.GRAVITY_BARRIER_MANA_CYCLE was corrected from null to its default, 2. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.gravity.GRAVITY_BARRIER_RADIUS was corrected from null to its default, 10. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.gravity.GRAVITY_BARRIER_CYCLE was corrected from null to its default, 1. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.enclosure was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.enclosure.ENCLOSURE_BARRIER_MANA_COST was corrected from null to its default, 20. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.enclosure.ENCLOSURE_BARRIER_CYCLE was corrected from null to its default, 20. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.enclosure.ENCLOSURE_BARRIER_RADIUS was corrected from null to its default, 5. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.tangible was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.tangible.TANGIBLE_BARRIER_MANA_COST was corrected from null to its default, 1. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.tangible.TANGIBLE_BARRIER_MANA_CYCLE was corrected from null to its default, 3. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.tangible.TANGIBLE_BARRIER_RADIUS was corrected from null to its default, 10. 
[00:56:28] [Server thread/WARN]: Incorrect key boundary.tangible.TANGIBLE_BARRIER_CYCLE was corrected from null to its default, 20. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.ascension was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.ascension.ASCENSION_BLOCK_CYCLE was corrected from null to its default, 4. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.ascension.ASCENSION_SCROLL_MANA_COST was corrected from null to its default, 30. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.equivalent was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.equivalent.EQUIVALENT_DISPLACEMENT_BLOCK_CYCLE was corrected from null to its default, 4. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.equivalent.EQUIVALENT_DISPLACEMENT_RECEIVE_COOLDOWN was corrected from null to its default, 15. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.equivalent.EQUIVALENT_DISPLACEMENT_MANA_COST was corrected from null to its default, 60. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.equivalent.EQUIVALENT_DISPLACEMENT_MAX_DISTANCE was corrected from null to its default, -1.0. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.equivalent.EQUIVALENT_DISPLACEMENT_DIMENSIONAL_TRAVEL was corrected from null to its default, true. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.mental was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.mental.MENTAL_DISPLACEMENT_MANA_COST was corrected from null to its default, 300. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.mental.MENTAL_DISPLACEMENT_RANGE was corrected from null to its default, 20. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.projectile was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.projectile.PROJECTILE_DISPLACEMENT_MANA_COST was corrected from null to its default, 50. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.ordered was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.ordered.ORDERED_DISPLACEMENT_BLOCK_CYCLE was corrected from null to its default, 4. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.ordered.ORDERED_DISPLACEMENT_RECEIVE_COOLDOWN was corrected from null to its default, 15. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.ordered.ORDERED_DISPLACEMENT_MANA_COST was corrected from null to its default, 40. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.ordered.ORDERED_DISPLACEMENT_RADIUS was corrected from null to its default, 20. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.protective was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.protective.PROTECTIVE_DISPLACEMENT_MANA_COST was corrected from null to its default, 50. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.scrying was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.scrying.SCRYING_MANA_COST was corrected from null to its default, 50. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.scrying.SCRYING_DURATION was corrected from null to its default, 1200. 
[00:56:28] [Server thread/WARN]: Incorrect key displacement.scrying.SCRYING_BLOCK_CYCLE was corrected from null to its default, 4. 
[00:56:28] [Server thread/WARN]: Incorrect key projection was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.weapon projectile was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.weapon projectile.WEAPON_SHOOTER_MANA_COST was corrected from null to its default, 100. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.weapon projectile.WEAPON_SHOOTER_PROJECTILE_SPEED was corrected from null to its default, 3.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.weapon projectile.WEAPON_SHOOTER_DAMAGE_MULTIPLIER was corrected from null to its default, 1.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.weapon projectile.WEAPON_SHOOTER_DURABILITY was corrected from null to its default, 30. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_SCROLL_MANA_COST was corrected from null to its default, 1000. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_GAUNTLET_MANA_COST was corrected from null to its default, 120. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_COOLDOWN was corrected from null to its default, 10. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_CHAINS_MANA_COST was corrected from null to its default, 120. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_CHAINS_COOLDOWN was corrected from null to its default, 10. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_CHAINS_COUNT was corrected from null to its default, 16. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_CHAINS_DAMAGE was corrected from null to its default, 1.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_AOE_MANA_COST was corrected from null to its default, 120. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_AOE_COOLDOWN was corrected from null to its default, 4. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_DISTANCE was corrected from null to its default, 20. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_MIN_DISTANCE was corrected from null to its default, 8. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_SPEED was corrected from null to its default, 30.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_ALLOW_ALL was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_DENY_ALL was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_WHITELIST was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_BLACKLIST was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_SPEED_INCREASE_PER_SWORD was corrected from null to its default, 1.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_SPEED_MIN was corrected from null to its default, 10.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_COOLDOWN_INCREASE_PER_SWORD was corrected from null to its default, 1.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_COOLDOWN_MIN was corrected from null to its default, 3.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_AOE_MAX_SPAWNS was corrected from null to its default, 3.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_AOE_SWORDS_PER_SPAWN was corrected from null to its default, 5.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_INCREASE_REQUIRES_UNIQUE was corrected from null to its default, true. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_ENDER_CHEST_ONLY was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.treasury.TREASURY_PROJECTION_DESPAWN_AFTER_LAND was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.strengthening was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.strengthening.STRENGTHENING_MANA_COST was corrected from null to its default, 50. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.strengthening.STRENGTHENING_ITEM_SPAWN_BLACKLIST was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.strengthening.STRENGTHENING_ITEM_BLACKLIST was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.strengthening.STRENGTHENING_CAP was corrected from null to its default, 50. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.reality marble was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.reality marble.MARBLE_MANA_COST was corrected from null to its default, 4000. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.reality marble.MARBLE_DIMENSION was corrected from null to its default, -1. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.reality marble.MARBLE_DIMENSION_DURABILITY was corrected from null to its default, 3. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.reality marble.MARBLE_DIMENSION_SPAWN_RATE was corrected from null to its default, 13. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.reality marble.MARBLE_DIMENSION_SPAWN_CHANCE was corrected from null to its default, 0.8. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.reality marble.MARBLE_SWORD_SPAWN_LIST was corrected from null to its default, [minecraft:iron_sword, minecraft:diamond_sword, minecraft:stone_sword]. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.reality marble.MARBLE_MOB_BLACKLIST was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.proximity was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.proximity.PROXIMITY_PROJECTION_MANA_COST was corrected from null to its default, 30. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.projection was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.projection.PROJECTION_MANA_COST was corrected from null to its default, 100. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.projection.PROJECTION_BLACKLIST was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.projection.PROJECTION_IS_BLACKLIST was corrected from null to its default, true. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.projection.PROJECTION_ENCHANTMENT_BLACKLIST was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.projection.PROJECTION_DURABILITY_FACTOR was corrected from null to its default, 5. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.projection.PROJECTION_DURABILITY_FLAT was corrected from null to its default, true. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.projection.PROJECTION_ANVIL_CANCEL was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.projection.PROJECTION_EXPLICIT_WHITELIST was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_SWORD_MANA_COST was corrected from null to its default, 5000. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_LAKE_MANA_COST was corrected from null to its default, 30. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_LAKE_CYCLE was corrected from null to its default, 20. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_LAKE_RADIUS was corrected from null to its default, 12. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_LAKE_THRESHHOLD was corrected from null to its default, 150. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_NERF_FACTOR was corrected from null to its default, 0.6. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_FOG_RADIUS was corrected from null to its default, 8.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_PULL_RADIUS was corrected from null to its default, 20. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_SMITE_RADIUS was corrected from null to its default, 10. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_DURABILITY was corrected from null to its default, 1000. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_FEAR_RADIUS was corrected from null to its default, 15. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_SWEEP_RADIUS was corrected from null to its default, 6. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_ATTACK_CAP was corrected from null to its default, 5000000. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_SWEEP_LOOK_RADIUS was corrected from null to its default, 3. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_BLACKLIST was corrected from null to its default, [mahoutsukai:clarent, mahoutsukai:morgan]. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_CALIBURN_BLACKLIST_TOGGLE was corrected from null to its default, true. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_RETRO_FOG_FIX was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_FEAR_BLACKLIST was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_ENCHANT_BLACKLIST was corrected from null to its default, [minecraft:mending]. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_TIERS was corrected from null to its default, [100.0, 150.0, 200.0, 250.0, 300.0, 350.0, 400.0, 500.0, 600.0, 700.0, 800.0, 950.0, 1100.0, 1251.0, 1452.0, 1653.0, 1904.0, 2155.0, 2457.0, 2809.0, 3211.0, 3664.0, 4167.0, 4721.0, 5325.0, 6030.0, 6836.0, 7742.0, 8749.0, 9857.0, 11116.0, 12528.0, 14141.0, 15956.0, 17972.0, 20240.0, 22812.0, 25736.0, 29013.0, 32694.0, 36829.0, 41518.0, 46763.0, 52663.0, 59320.0, 66834.0, 75306.0, 84838.0, 95580.0, 107634.0, 121251.0, 136584.0, 153833.0, 173251.0, 195141.0, 219755.0, 247495.0, 278716.0, 313871.0, 353465.0, 398053.0, 448290.0, 504832.0, 568536.0, 640260.0, 721014.0, 811957.0, 914349.0, 1029654.0, 1159535.0, 1305759.0, 1470444.0, 1655911.0, 1864731.0, 2099881.0, 2364689.0, 2662889.0, 2998717.0, 3376864.0, 3802727.0, 4282259.0, 4822269.0, 5000000.0]. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.POWER_CONSOLIDATION_TIER_UPGRADE_ITEM was corrected from null to its default, [minecraft:nether_star]. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.power consolidation.UNHOLY_WORDS was corrected from null to its default, [zomb, vampir, demon, devil, skele, lich, evil, curse, undead, wither]. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.rhongomyniad was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.rhongomyniad.RHONGOMYNIAD_NERF_FACTOR was corrected from null to its default, 0.6. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.rhongomyniad.RHONGOMYNIAD_SPEED_FACTOR was corrected from null to its default, 1.4. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.rhongomyniad.RHONGOMYNIAD_MANA_COST was corrected from null to its default, 300. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.rhongomyniad.RHONGOMYNIAD_MAX_SMITES was corrected from null to its default, 10. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.rhongomyniad.RHONGOMYNIAD_RANGE was corrected from null to its default, 20. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.rhongomyniad.RHONGOMYNIAD_RESPECT_IMMUNE was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_UNBREAKABLE was corrected from null to its default, true. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_DURABILITY was corrected from null to its default, 1500. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_WOUND_TICKS was corrected from null to its default, 600. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_WOUND_DAMAGE was corrected from null to its default, 0.2. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_DECREASE_PER_BLOCKING_TICK was corrected from null to its default, 0.02. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_WOUND_DAMAGE_HITS was corrected from null to its default, 3. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_SWORD_BLACKLIST was corrected from null to its default, [mahoutsukai:caliburn, mahoutsukai:morgan]. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_ATTACK_CAP was corrected from null to its default, 5000000. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_STORED_FACTOR was corrected from null to its default, 0.5. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_BLACKLIST_TOGGLE was corrected from null to its default, true. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.clarent.CLARENT_MANA_PER_DAMAGE was corrected from null to its default, 10.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.emrys was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.emrys.EMRYS_MAX_RANGE was corrected from null to its default, 22. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.emrys.EMRYS_DAMAGE_FOCUSED_PER_SECOND was corrected from null to its default, 4.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.emrys.EMRYS_DAMAGE_ZAP was corrected from null to its default, 1.5. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.emrys.EMRYS_BOLT_FIRE was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.emrys.EMRYS_MANA_COST_FOCUSED was corrected from null to its default, 200. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.emrys.EMRYS_MANA_COST_PASSIVE was corrected from null to its default, 80. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.emrys.DISABLE_EMRYS was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_TRANSFORM_ENTITY_WHITELIST was corrected from null to its default, [minecraft:wolf]. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_TRANSFORM_WOLFS_ALLOWED was corrected from null to its default, true. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_CHILD_INCREASE was corrected from null to its default, 1.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_ADULT_INCREASE was corrected from null to its default, 0.2. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_HEAL_FACTOR was corrected from null to its default, 30. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_CALIBURN_POWER_COOLDOWN was corrected from null to its default, 600. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_RAGE_TIME was corrected from null to its default, 120. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_MAX_BALL_RANGE was corrected from null to its default, 15. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_SPIKE_RANGE was corrected from null to its default, 10. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.MORGAN_UPGRADE_MANA_COST was corrected from null to its default, 400. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.morgan and caliburn.CALIBURN_MORGAN_ABILITY_MANA_COST was corrected from null to its default, 300. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_BASE_DAMAGE was corrected from null to its default, 4.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_TELEPORT_FRIEND_RANGE was corrected from null to its default, 6.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_TELEPORT_MAX_DISTANCE was corrected from null to its default, -1.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_TELEPORT_START_TELEPORTING was corrected from null to its default, 110. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_TELEPORT_STOP_TELEPORTING was corrected from null to its default, 120. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_TELEPORT_LIFE was corrected from null to its default, 140. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_TELEPORT_MANA_COST was corrected from null to its default, 300. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_ATTACK_MANA_COST was corrected from null to its default, 30. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_SHOCKWAVE_COOLDOWN was corrected from null to its default, 50. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_ATTACK_RANGE was corrected from null to its default, 8.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_TELEPORT_CROSS_DIMENSION was corrected from null to its default, true. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_COVER_MOVE_RANGE was corrected from null to its default, 20.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_MAX_DAMAGE was corrected from null to its default, 5000000.0. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_DISABLED was corrected from null to its default, false. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_BANNED_DAMAGE_TYPES was corrected from null to its default, []. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_DURABILITY was corrected from null to its default, 10000. 
[00:56:29] [Server thread/WARN]: Incorrect key projection.replica.REPLICA_IS_UNBREAKABLE was corrected from null to its default, true. 
[00:56:29] [Server thread/WARN]: Incorrect key exchange was corrected from null to its default, SimpleCommentedConfig:{}. 
[00:56:29] [Server thread/WARN]: Incorrect key exchange.alchemical was corrected from null to its default, SimpleCommentedConfig:{}. 
